,rainfall_mm,temp_c,humidity_pct,year,week
2022-08-05,2.05,23.08,87.99,2022,30
2022-08-06,15.07,22.75,88.17,2022,30
2022-08-07,2.38,23.33,89.57,2022,30
2022-08-08,3.41,23.44,88.07,2022,31
2022-08-09,5.51,23.72,87.06,2022,31
2022-08-10,14.18,22.85,87.84,2022,31
2022-08-11,0.5,23.01,86.86,2022,31
2022-08-12,0.33,23.21,87.91,2022,31
2022-08-13,4.03,23.48,88.53,2022,31
2022-08-14,12.81,23.16,85.48,2022,31
2022-08-15,0.44,22.52,85.95,2022,32
2022-08-16,0.63,22.69,87.17,2022,32
2022-08-17,2.7,22.78,89.99,2022,32
2022-08-18,4.92,23.07,89.16,2022,32
2022-08-19,18.02,22.92,87.08,2022,32
2022-08-20,8.79,23.51,83.43,2022,32
2022-08-21,0.92,22.69,88.37,2022,32
2022-08-22,0.5,23.28,84.77,2022,33
2022-08-23,10.08,23.09,87.9,2022,33
2022-08-24,4.06,22.81,84.54,2022,33
2022-08-25,2.26,22.34,90.87,2022,33
2022-08-26,5.29,22.78,88.73,2022,33
2022-08-27,20.81,22.53,88.53,2022,33
2022-08-28,22.21,21.89,89.59,2022,33
2022-08-29,1.62,21.99,90.11,2022,34
2022-08-30,2.08,21.98,91.91,2022,34
2022-08-31,5.97,22.15,93.75,2022,34
2022-09-01,18.7,21.68,95.6,2022,34
2022-09-02,5.7,22.3,93.02,2022,34
2022-09-03,7.05,22.21,91.55,2022,34
2022-09-04,6.53,22.36,89.64,2022,34
2022-09-05,7.2,22.07,88.36,2022,35
2022-09-06,17.88,22.25,90.01,2022,35
2022-09-07,10.33,22.1,91.11,2022,35
2022-09-08,5.47,21.78,92.89,2022,35
2022-09-09,4.9,21.17,88.38,2022,35
2022-09-10,8.93,21.73,89.19,2022,35
2022-09-11,2.47,21.91,89.53,2022,35
2022-09-12,1.58,21.34,88.08,2022,36
2022-09-13,3.2,20.57,88.29,2022,36
2022-09-14,6.11,20.85,89.92,2022,36
2022-09-15,10.38,21.25,90.35,2022,36
2022-09-16,10.62,21.54,89.88,2022,36
2022-09-17,2.59,22.03,89.41,2022,36
2022-09-18,0.55,21.65,88.93,2022,36
2022-09-19,1.32,22.56,86.08,2022,37
2022-09-20,0.52,22.37,85.53,2022,37
2022-09-21,0.53,22.6,87.89,2022,37
2022-09-22,0.84,22.37,88.49,2022,37
2022-09-23,7.53,21.8,90.51,2022,37
2022-09-24,5.59,22.07,90.93,2022,37
2022-09-25,13.19,21.04,93.32,2022,37
2022-09-26,6.54,21.0,91.17,2022,38
2022-09-27,2.14,21.02,90.92,2022,38
2022-09-28,1.03,21.01,90.48,2022,38
2022-09-29,0.19,21.26,86.92,2022,38
2022-09-30,0.01,21.2,85.8,2022,38
2022-10-01,0.03,21.59,82.03,2022,38
2022-10-02,2.09,22.4,77.25,2022,38
2022-10-03,12.02,22.72,82.5,2022,39
2022-10-04,12.69,20.85,92.7,2022,39
2022-10-05,23.73,19.75,89.66,2022,39
2022-10-06,17.99,19.63,83.72,2022,39
2022-10-07,6.21,20.44,88.69,2022,39
2022-10-08,1.87,20.65,89.91,2022,39
2022-10-09,5.8,20.71,90.71,2022,39
2022-10-10,1.05,20.09,82.5,2022,40
2022-10-11,3.08,20.23,85.02,2022,40
2022-10-12,3.4,19.25,82.8,2022,40
2022-10-13,0.29,18.76,81.83,2022,40
2022-10-14,0.05,18.55,74.29,2022,40
2022-10-15,0.02,18.83,78.01,2022,40
2022-10-16,0.0,18.92,77.78,2022,40
2022-10-17,0.0,18.31,69.15,2022,41
2022-10-18,0.0,17.87,71.16,2022,41
2022-10-19,0.0,17.14,74.85,2022,41
2022-10-20,0.0,17.12,75.98,2022,41
2022-10-21,0.0,17.68,68.93,2022,41
2022-10-22,0.0,17.92,62.98,2022,41
2022-10-23,0.0,18.25,58.76,2022,41
2022-10-24,0.0,18.59,66.16,2022,42
2022-10-25,0.0,16.93,87.68,2022,42
2022-10-26,0.01,16.71,85.1,2022,42
2022-10-27,0.0,16.31,82.59,2022,42
2022-10-28,0.0,16.77,80.55,2022,42
2022-10-29,0.0,16.94,79.34,2022,42
2022-10-30,0.0,17.45,78.89,2022,42
2022-10-31,0.0,17.88,76.36,2022,43
2022-11-01,0.0,17.28,79.03,2022,43
2022-11-02,0.0,16.61,82.69,2022,43
2022-11-03,0.0,16.36,87.79,2022,43
2022-11-04,0.0,17.08,82.79,2022,43
2022-11-05,0.0,17.59,78.23,2022,43
2022-11-06,0.0,17.04,78.08,2022,43
2022-11-07,0.0,16.39,82.62,2022,44
2022-11-08,0.0,15.99,88.67,2022,44
2022-11-09,0.0,16.09,80.25,2022,44
2022-11-10,0.0,15.7,74.47,2022,44
2022-11-11,0.0,15.04,79.17,2022,44
2022-11-12,0.0,14.88,74.21,2022,44
2022-11-13,0.0,14.4,75.06,2022,44
2022-11-14,0.0,14.94,66.74,2022,45
2022-11-15,0.0,15.02,75.45,2022,45
2022-11-16,0.07,14.68,79.63,2022,45
2022-11-17,0.0,14.01,78.86,2022,45
2022-11-18,0.0,13.64,74.24,2022,45
2022-11-19,0.0,15.26,69.98,2022,45
2022-11-20,0.0,15.7,71.62,2022,45
2022-11-21,0.0,15.19,78.2,2022,46
2022-11-22,0.0,15.0,76.89,2022,46
2022-11-23,0.0,14.13,74.61,2022,46
2022-11-24,0.0,14.0,68.98,2022,46
2022-11-25,0.0,16.49,58.15,2022,46
2022-11-26,0.0,16.02,63.82,2022,46
2022-11-27,0.0,14.38,76.3,2022,46
2022-11-28,0.0,13.96,72.96,2022,47
2022-11-29,0.0,14.9,68.62,2022,47
2022-11-30,0.0,15.08,67.55,2022,47
2022-12-01,0.0,13.87,65.13,2022,47
2022-12-02,0.0,14.21,66.99,2022,47
2022-12-03,0.0,14.13,67.91,2022,47
2022-12-04,0.0,14.23,67.97,2022,47
2022-12-05,0.0,13.92,70.84,2022,48
2022-12-06,0.0,13.23,67.06,2022,48
2022-12-07,0.0,13.11,70.4,2022,48
2022-12-08,0.0,13.3,64.6,2022,48
2022-12-09,0.0,13.55,63.58,2022,48
2022-12-10,0.0,14.1,64.72,2022,48
2022-12-11,0.0,13.58,67.84,2022,48
2022-12-12,0.0,13.81,65.28,2022,49
2022-12-13,0.0,13.89,64.45,2022,49
2022-12-14,0.0,13.1,68.99,2022,49
2022-12-15,0.0,12.32,71.4,2022,49
2022-12-16,0.0,11.76,71.55,2022,49
2022-12-17,0.0,12.76,66.21,2022,49
2022-12-18,0.0,13.41,71.41,2022,49
2022-12-19,0.0,13.3,77.04,2022,50
2022-12-20,0.0,12.82,78.49,2022,50
2022-12-21,0.0,12.93,77.23,2022,50
2022-12-22,0.0,12.39,64.39,2022,50
2022-12-23,0.0,12.6,50.85,2022,50
2022-12-24,0.01,10.88,56.4,2022,50
2022-12-25,0.0,13.17,59.37,2022,50
2022-12-26,0.0,12.13,64.3,2022,51
2022-12-27,0.0,10.45,68.79,2022,51
2022-12-28,0.0,9.59,65.51,2022,51
2022-12-29,0.0,8.18,61.95,2022,51
2022-12-30,0.0,10.03,61.65,2022,51
2022-12-31,0.0,9.87,69.78,2022,51
2023-01-01,0.0,9.55,75.59,2022,51
2023-01-02,0.0,9.83,73.46,2022,52
2023-01-03,0.0,9.78,62.8,2022,52
2023-01-04,0.0,9.45,40.09,2022,52
2023-01-05,0.0,9.42,43.03,2022,52
2023-01-06,0.0,11.92,37.61,2022,52
2023-01-07,0.0,12.66,34.6,2022,52
2023-01-08,0.0,12.59,34.1,2022,52
2023-01-09,0.0,12.6,37.54,2023,1
2023-01-10,0.0,12.25,46.73,2023,1
2023-01-11,0.0,10.64,55.87,2023,1
2023-01-12,0.0,11.85,50.86,2023,1
2023-01-13,0.0,12.06,50.76,2023,1
2023-01-14,0.0,11.35,63.74,2023,1
2023-01-15,0.0,10.29,71.08,2023,1
2023-01-16,0.0,9.72,66.12,2023,2
2023-01-17,0.0,9.43,62.87,2023,2
2023-01-18,0.0,9.54,59.05,2023,2
2023-01-19,0.0,9.75,58.32,2023,2
2023-01-20,0.0,11.64,53.94,2023,2
2023-01-21,0.0,12.32,49.69,2023,2
2023-01-22,0.0,13.05,43.81,2023,2
2023-01-23,0.0,13.46,39.7,2023,3
2023-01-24,0.0,13.82,45.3,2023,3
2023-01-25,0.0,14.91,47.19,2023,3
2023-01-26,0.0,15.32,52.46,2023,3
2023-01-27,0.0,15.16,51.31,2023,3
2023-01-28,0.0,14.33,52.11,2023,3
2023-01-29,0.0,14.78,51.49,2023,3
2023-01-30,0.0,15.81,42.08,2023,4
2023-01-31,0.0,15.81,39.17,2023,4
2023-02-01,0.0,13.41,49.88,2023,4
2023-02-02,0.0,12.55,49.91,2023,4
2023-02-03,0.0,13.71,46.26,2023,4
2023-02-04,0.0,13.32,49.9,2023,4
2023-02-05,0.0,13.02,52.13,2023,4
2023-02-06,0.0,13.12,52.85,2023,5
2023-02-07,0.0,13.21,54.34,2023,5
2023-02-08,0.0,13.42,59.98,2023,5
2023-02-09,0.0,12.84,60.42,2023,5
2023-02-10,0.0,13.11,51.44,2023,5
2023-02-11,0.0,14.92,45.95,2023,5
2023-02-12,0.0,13.09,48.44,2023,5
2023-02-13,0.0,12.28,37.26,2023,6
2023-02-14,0.0,12.54,36.82,2023,6
2023-02-15,0.0,12.28,38.51,2023,6
2023-02-16,0.0,14.84,40.08,2023,6
2023-02-17,0.0,15.57,47.02,2023,6
2023-02-18,0.0,15.74,45.74,2023,6
2023-02-19,0.0,16.11,48.16,2023,6
2023-02-20,0.0,16.42,54.77,2023,7
2023-02-21,0.04,17.08,52.6,2023,7
2023-02-22,0.08,16.38,46.81,2023,7
2023-02-23,0.03,16.25,40.74,2023,7
2023-02-24,0.01,16.58,31.28,2023,7
2023-02-25,0.0,15.49,35.0,2023,7
2023-02-26,1.52,14.95,41.05,2023,7
2023-02-27,1.29,14.97,45.55,2023,8
2023-02-28,0.01,15.62,44.44,2023,8
2023-03-01,0.09,16.67,41.58,2023,8
2023-03-02,0.05,17.02,40.61,2023,8
2023-03-03,0.0,18.14,40.42,2023,8
2023-03-04,0.0,18.3,42.94,2023,8
2023-03-05,0.0,17.86,41.87,2023,8
2023-03-06,0.0,17.67,38.93,2023,9
2023-03-07,0.15,18.0,36.69,2023,9
2023-03-08,0.55,17.43,40.91,2023,9
2023-03-09,0.02,16.83,41.82,2023,9
2023-03-10,0.0,17.34,40.64,2023,9
2023-03-11,0.0,17.66,42.04,2023,9
2023-03-12,0.01,19.04,44.75,2023,9
2023-03-13,0.12,18.74,46.92,2023,10
2023-03-14,0.18,17.93,50.18,2023,10
2023-03-15,0.18,17.84,46.45,2023,10
2023-03-16,0.17,17.95,42.02,2023,10
2023-03-17,2.48,17.18,54.55,2023,10
2023-03-18,6.53,16.69,61.82,2023,10
2023-03-19,3.26,14.81,81.44,2023,10
2023-03-20,11.44,12.99,88.94,2023,11
2023-03-21,8.38,13.62,75.97,2023,11
2023-03-22,0.74,15.19,66.08,2023,11
2023-03-23,0.09,16.04,61.59,2023,11
2023-03-24,0.88,17.94,51.09,2023,11
2023-03-25,0.07,19.26,49.84,2023,11
2023-03-26,0.01,19.46,45.55,2023,11
2023-03-27,0.06,18.78,38.15,2023,12
2023-03-28,0.11,18.57,37.79,2023,12
2023-03-29,0.0,19.17,33.13,2023,12
2023-03-30,0.07,19.1,33.72,2023,12
2023-03-31,7.9,17.27,48.13,2023,12
2023-04-01,3.57,16.38,58.87,2023,12
2023-04-02,1.02,15.95,59.27,2023,12
2023-04-03,1.15,18.81,52.79,2023,13
2023-04-04,1.51,19.93,48.75,2023,13
2023-04-05,0.38,19.66,45.6,2023,13
2023-04-06,0.17,20.3,34.29,2023,13
2023-04-07,0.0,20.92,29.81,2023,13
2023-04-08,0.0,21.37,28.6,2023,13
2023-04-09,0.0,21.41,31.31,2023,13
2023-04-10,0.0,21.06,29.52,2023,14
2023-04-11,0.0,22.22,26.89,2023,14
2023-04-12,0.0,22.88,27.81,2023,14
2023-04-13,0.0,23.12,30.73,2023,14
2023-04-14,0.0,23.61,31.16,2023,14
2023-04-15,0.0,24.67,31.51,2023,14
2023-04-16,0.0,25.06,31.68,2023,14
2023-04-17,0.0,24.61,31.19,2023,15
2023-04-18,0.0,25.61,29.7,2023,15
2023-04-19,0.0,25.45,32.52,2023,15
2023-04-20,0.03,25.74,33.53,2023,15
2023-04-21,1.72,24.23,34.87,2023,15
2023-04-22,3.28,21.54,41.45,2023,15
2023-04-23,2.72,20.81,43.94,2023,15
2023-04-24,3.64,20.08,50.83,2023,16
2023-04-25,0.41,20.11,46.27,2023,16
2023-04-26,0.25,21.01,41.14,2023,16
2023-04-27,0.01,21.28,40.14,2023,16
2023-04-28,2.65,21.53,43.26,2023,16
2023-04-29,7.79,21.56,51.93,2023,16
2023-04-30,5.87,17.46,75.96,2023,16
2023-05-01,0.07,18.66,61.34,2023,17
2023-05-02,0.0,18.27,57.8,2023,17
2023-05-03,0.95,19.4,62.42,2023,17
2023-05-04,11.28,18.86,70.23,2023,17
2023-05-05,0.01,20.76,53.31,2023,17
2023-05-06,0.0,22.71,46.79,2023,17
2023-05-07,0.01,23.33,45.38,2023,17
2023-05-08,0.02,23.72,35.85,2023,18
2023-05-09,0.0,23.47,31.95,2023,18
2023-05-10,0.0,23.57,28.35,2023,18
2023-05-11,0.0,23.05,23.12,2023,18
2023-05-12,0.0,23.22,33.16,2023,18
2023-05-13,0.09,24.68,42.07,2023,18
2023-05-14,3.17,24.57,46.77,2023,18
2023-05-15,11.18,22.79,56.19,2023,19
2023-05-16,2.37,22.66,53.11,2023,19
2023-05-17,13.32,22.97,56.58,2023,19
2023-05-18,3.45,22.54,62.84,2023,19
2023-05-19,1.13,22.97,51.75,2023,19
2023-05-20,0.39,23.06,43.2,2023,19
2023-05-21,0.91,23.81,41.88,2023,19
2023-05-22,4.31,24.5,47.85,2023,20
2023-05-23,3.52,23.78,56.1,2023,20
2023-05-24,0.43,23.32,60.39,2023,20
2023-05-25,4.88,22.53,63.57,2023,20
2023-05-26,2.32,21.94,57.21,2023,20
2023-05-27,11.68,21.88,58.48,2023,20
2023-05-28,1.88,21.69,63.2,2023,20
2023-05-29,0.08,24.05,52.74,2023,21
2023-05-30,0.0,25.83,43.0,2023,21
2023-05-31,0.0,27.05,38.83,2023,21
2023-06-01,0.0,25.98,41.9,2023,21
2023-06-02,0.05,25.63,39.0,2023,21
2023-06-03,0.01,26.11,37.85,2023,21
2023-06-04,0.0,26.43,38.62,2023,21
2023-06-05,0.03,26.22,39.71,2023,22
2023-06-06,0.4,26.66,41.34,2023,22
2023-06-07,0.92,27.13,40.99,2023,22
2023-06-08,0.01,28.03,37.42,2023,22
2023-06-09,0.0,28.35,35.96,2023,22
2023-06-10,0.08,27.07,46.5,2023,22
2023-06-11,3.82,27.12,49.66,2023,22
2023-06-12,12.7,26.48,57.58,2023,23
2023-06-13,17.44,24.93,70.13,2023,23
2023-06-14,23.53,24.85,69.37,2023,23
2023-06-15,9.98,26.31,61.51,2023,23
2023-06-16,0.7,26.5,57.22,2023,23
2023-06-17,6.56,27.76,52.7,2023,23
2023-06-18,15.45,26.83,61.24,2023,23
2023-06-19,6.06,26.33,62.35,2023,24
2023-06-20,0.53,26.28,58.49,2023,24
2023-06-21,1.16,25.64,58.16,2023,24
2023-06-22,2.73,25.46,65.1,2023,24
2023-06-23,0.04,25.98,69.35,2023,24
2023-06-24,0.01,24.51,77.6,2023,24
2023-06-25,0.06,24.67,73.25,2023,24
2023-06-26,0.33,25.47,68.51,2023,25
2023-06-27,5.93,24.51,75.65,2023,25
2023-06-28,5.34,23.66,77.98,2023,25
2023-06-29,8.97,23.39,82.77,2023,25
2023-06-30,5.27,22.77,85.82,2023,25
2023-07-01,17.57,22.85,85.86,2023,25
2023-07-02,7.88,24.23,82.54,2023,25
2023-07-03,17.1,23.39,87.64,2023,26
2023-07-04,34.34,22.58,90.66,2023,26
2023-07-05,6.83,22.34,88.74,2023,26
2023-07-06,0.88,23.73,82.47,2023,26
2023-07-07,1.6,23.65,83.73,2023,26
2023-07-08,0.63,23.85,86.81,2023,26
2023-07-09,1.02,24.2,87.6,2023,26
2023-07-10,5.21,24.03,86.76,2023,27
2023-07-11,7.98,23.9,87.91,2023,27
2023-07-12,4.97,24.22,87.58,2023,27
2023-07-13,25.14,22.9,92.79,2023,27
2023-07-14,22.53,22.52,90.66,2023,27
2023-07-15,17.7,23.63,87.97,2023,27
2023-07-16,4.31,23.7,87.41,2023,27
2023-07-17,11.89,23.46,86.54,2023,28
2023-07-18,18.55,23.04,82.32,2023,28
2023-07-19,1.35,24.06,79.11,2023,28
2023-07-20,3.32,24.29,85.77,2023,28
2023-07-21,3.45,24.06,82.38,2023,28
2023-07-22,12.13,24.14,82.56,2023,28
2023-07-23,13.26,23.82,85.35,2023,28
2023-07-24,10.98,22.47,86.49,2023,29
2023-07-25,20.54,22.83,86.51,2023,29
2023-07-26,6.04,22.56,87.2,2023,29
2023-07-27,5.74,22.88,85.45,2023,29
2023-07-28,11.33,23.18,90.0,2023,29
2023-07-29,32.43,22.94,93.02,2023,29
2023-07-30,10.34,22.71,91.16,2023,29
2023-07-31,12.75,24.01,85.99,2023,30
2023-08-01,5.24,24.67,81.28,2023,30
2023-08-02,5.68,24.0,86.68,2023,30
2023-08-03,1.87,24.01,86.48,2023,30
2023-08-04,1.46,22.56,90.36,2023,30
2023-08-05,4.96,22.79,90.72,2023,30
2023-08-06,17.82,22.77,89.87,2023,30
2023-08-07,27.02,22.51,94.54,2023,31
2023-08-08,44.27,23.16,92.2,2023,31
2023-08-09,10.87,22.8,92.61,2023,31
2023-08-10,2.45,23.1,92.45,2023,31
2023-08-11,9.29,22.79,92.94,2023,31
2023-08-12,42.02,23.17,93.13,2023,31
2023-08-13,13.12,22.1,95.13,2023,31
2023-08-14,2.23,22.66,90.67,2023,32
2023-08-15,1.72,22.54,90.47,2023,32
2023-08-16,8.85,23.43,89.51,2023,32
2023-08-17,9.31,23.67,89.13,2023,32
2023-08-18,4.96,23.51,90.52,2023,32
2023-08-19,1.2,23.68,88.82,2023,32
2023-08-20,7.8,22.56,90.3,2023,32
2023-08-21,12.82,22.6,90.09,2023,33
2023-08-22,9.27,22.77,91.5,2023,33
2023-08-23,18.72,22.15,95.37,2023,33
2023-08-24,25.64,22.56,94.02,2023,33
2023-08-25,34.84,22.0,94.93,2023,33
2023-08-26,20.28,21.86,93.0,2023,33
2023-08-27,10.81,22.95,92.83,2023,33
2023-08-28,2.08,22.16,91.48,2023,34
2023-08-29,2.55,22.05,89.74,2023,34
2023-08-30,0.23,22.58,89.55,2023,34
2023-08-31,0.57,22.49,90.79,2023,34
2023-09-01,2.68,22.26,93.56,2023,34
2023-09-02,2.94,22.5,93.58,2023,34
2023-09-03,6.69,23.42,90.22,2023,34
2023-09-04,8.36,23.37,87.37,2023,35
2023-09-05,0.55,22.98,85.16,2023,35
2023-09-06,1.48,23.62,81.96,2023,35
2023-09-07,5.82,23.07,81.78,2023,35
2023-09-08,14.5,21.65,90.19,2023,35
2023-09-09,4.38,21.54,90.94,2023,35
2023-09-10,1.61,22.77,86.74,2023,35
2023-09-11,13.72,22.85,91.41,2023,36
2023-09-12,17.84,22.36,92.95,2023,36
2023-09-13,8.02,22.83,86.24,2023,36
2023-09-14,7.5,22.88,89.39,2023,36
2023-09-15,0.7,22.31,89.95,2023,36
2023-09-16,0.34,22.75,85.95,2023,36
2023-09-17,2.3,22.78,87.35,2023,36
2023-09-18,3.51,22.73,86.29,2023,37
2023-09-19,8.68,22.33,88.08,2023,37
2023-09-20,4.2,22.16,85.03,2023,37
2023-09-21,3.73,21.69,89.77,2023,37
2023-09-22,11.24,21.13,89.28,2023,37
2023-09-23,9.3,20.81,90.09,2023,37
2023-09-24,4.0,21.41,88.62,2023,37
2023-09-25,1.0,20.95,89.9,2023,38
2023-09-26,1.12,21.79,90.01,2023,38
2023-09-27,1.75,21.93,91.31,2023,38
2023-09-28,2.75,22.34,87.38,2023,38
2023-09-29,0.58,23.13,82.21,2023,38
2023-09-30,5.18,21.83,90.11,2023,38
2023-10-01,5.34,21.58,91.23,2023,38
2023-10-02,7.36,21.45,91.48,2023,39
2023-10-03,12.06,21.47,91.04,2023,39
2023-10-04,9.01,20.99,90.23,2023,39
2023-10-05,2.91,20.96,89.72,2023,39
2023-10-06,3.9,20.91,90.64,2023,39
2023-10-07,0.71,20.85,91.56,2023,39
2023-10-08,0.28,21.05,87.05,2023,39
2023-10-09,0.76,20.69,88.19,2023,40
2023-10-10,0.44,20.88,88.53,2023,40
2023-10-11,0.83,20.49,78.14,2023,40
2023-10-12,1.38,19.79,76.67,2023,40
2023-10-13,0.03,19.75,74.07,2023,40
2023-10-14,0.04,18.97,76.98,2023,40
2023-10-15,0.02,18.57,84.23,2023,40
2023-10-16,2.08,18.84,86.92,2023,41
2023-10-17,3.45,18.44,82.19,2023,41
2023-10-18,0.03,17.96,74.4,2023,41
2023-10-19,0.0,17.46,74.68,2023,41
2023-10-20,0.0,17.23,73.61,2023,41
2023-10-21,0.0,17.25,70.8,2023,41
2023-10-22,0.0,17.68,67.16,2023,41
2023-10-23,0.0,18.1,64.94,2023,42
2023-10-24,0.0,18.19,64.95,2023,42
2023-10-25,0.0,18.23,70.24,2023,42
2023-10-26,0.0,17.78,75.24,2023,42
2023-10-27,0.0,17.05,79.54,2023,42
2023-10-28,0.0,17.03,76.28,2023,42
2023-10-29,0.0,17.19,78.31,2023,42
2023-10-30,0.0,17.9,72.76,2023,43
2023-10-31,0.0,18.46,72.19,2023,43
2023-11-01,0.0,18.01,75.96,2023,43
2023-11-02,0.0,17.67,77.37,2023,43
2023-11-03,0.0,17.48,74.04,2023,43
2023-11-04,0.0,16.6,74.94,2023,43
2023-11-05,0.04,16.44,73.43,2023,43
2023-11-06,0.0,16.19,73.68,2023,44
2023-11-07,0.0,15.93,73.51,2023,44
2023-11-08,0.0,15.74,71.38,2023,44
2023-11-09,0.0,15.82,68.88,2023,44
2023-11-10,0.0,16.27,72.17,2023,44
2023-11-11,0.0,16.17,74.57,2023,44
2023-11-12,0.0,16.0,78.03,2023,44
2023-11-13,0.0,16.53,75.06,2023,45
2023-11-14,0.0,17.3,69.99,2023,45
2023-11-15,0.0,16.91,78.45,2023,45
2023-11-16,0.0,17.19,72.36,2023,45
2023-11-17,0.0,17.72,65.92,2023,45
2023-11-18,0.0,16.34,78.53,2023,45
2023-11-19,0.0,16.5,83.22,2023,45
2023-11-20,0.0,16.94,77.38,2023,46
2023-11-21,0.0,15.95,73.87,2023,46
2023-11-22,0.0,14.94,75.11,2023,46
2023-11-23,0.0,15.34,68.75,2023,46
2023-11-24,0.0,15.74,69.9,2023,46
2023-11-25,0.0,15.49,74.17,2023,46
2023-11-26,0.0,16.22,71.57,2023,46
2023-11-27,0.0,16.05,69.49,2023,47
2023-11-28,0.0,15.9,74.83,2023,47
2023-11-29,0.0,15.84,70.36,2023,47
2023-11-30,0.0,15.55,66.27,2023,47
2023-12-01,0.0,15.33,69.1,2023,47
2023-12-02,0.0,15.75,61.34,2023,47
2023-12-03,0.0,15.68,59.27,2023,47
2023-12-04,0.0,15.74,59.0,2023,48
2023-12-05,0.03,15.83,64.98,2023,48
2023-12-06,2.52,15.12,68.67,2023,48
2023-12-07,0.9,13.81,70.41,2023,48
2023-12-08,0.03,12.75,73.44,2023,48
2023-12-09,0.0,12.55,68.39,2023,48
2023-12-10,0.0,12.07,64.66,2023,48
2023-12-11,0.01,11.92,62.19,2023,49
2023-12-12,0.0,11.9,63.02,2023,49
2023-12-13,0.0,11.81,61.83,2023,49
2023-12-14,0.0,11.7,61.2,2023,49
2023-12-15,0.0,11.79,58.35,2023,49
2023-12-16,0.0,12.3,58.24,2023,49
2023-12-17,0.0,12.05,56.55,2023,49
2023-12-18,0.0,12.04,51.01,2023,50
2023-12-19,0.0,11.89,55.96,2023,50
2023-12-20,0.0,12.42,59.32,2023,50
2023-12-21,0.0,13.67,59.77,2023,50
2023-12-22,0.0,13.19,67.57,2023,50
2023-12-23,0.0,13.87,72.52,2023,50
2023-12-24,0.0,13.75,73.47,2023,50
2023-12-25,0.0,12.88,71.65,2023,51
2023-12-26,0.0,12.77,71.26,2023,51
2023-12-27,0.0,13.12,72.26,2023,51
2023-12-28,0.0,12.94,71.74,2023,51
2023-12-29,0.0,13.04,61.07,2023,51
2023-12-30,0.0,12.71,55.23,2023,51
2023-12-31,0.0,12.72,52.05,2023,51
2024-01-01,0.0,11.75,55.54,2023,52
2024-01-02,0.0,11.25,56.73,2023,52
2024-01-03,0.0,11.32,57.83,2023,52
2024-01-04,0.0,11.38,56.08,2023,52
2024-01-05,0.0,11.76,53.57,2023,52
2024-01-06,0.0,11.7,58.13,2023,52
2024-01-07,0.0,12.02,67.66,2023,52
2024-01-08,0.0,11.48,68.5,2024,1
2024-01-09,0.0,11.74,54.8,2024,1
2024-01-10,0.0,12.27,51.43,2024,1
2024-01-11,0.0,10.34,60.04,2024,1
2024-01-12,0.0,10.77,53.15,2024,1
2024-01-13,0.0,11.56,51.01,2024,1
2024-01-14,0.0,11.95,53.15,2024,1
2024-01-15,0.0,11.29,55.62,2024,2
2024-01-16,0.0,10.76,57.79,2024,2
2024-01-17,0.0,9.65,61.78,2024,2
2024-01-18,0.0,9.12,61.2,2024,2
2024-01-19,0.0,8.63,58.01,2024,2
2024-01-20,0.0,9.33,52.95,2024,2
2024-01-21,0.0,8.93,51.78,2024,2
2024-01-22,0.0,8.68,53.88,2024,3
2024-01-23,0.0,9.86,52.08,2024,3
2024-01-24,0.0,9.69,51.09,2024,3
2024-01-25,0.0,8.67,51.85,2024,3
2024-01-26,0.0,8.8,52.5,2024,3
2024-01-27,0.0,9.11,51.22,2024,3
2024-01-28,0.0,9.49,51.73,2024,3
2024-01-29,0.0,10.66,48.9,2024,4
2024-01-30,0.0,10.08,52.29,2024,4
2024-01-31,0.0,10.5,54.13,2024,4
2024-02-01,0.0,10.65,54.67,2024,4
2024-02-02,0.01,10.63,53.24,2024,4
2024-02-03,0.0,11.26,43.3,2024,4
2024-02-04,0.19,10.09,54.34,2024,4
2024-02-05,0.01,10.58,64.13,2024,5
2024-02-06,0.0,11.47,54.62,2024,5
2024-02-07,0.0,10.98,44.48,2024,5
2024-02-08,0.0,10.3,37.86,2024,5
2024-02-09,0.0,10.83,36.01,2024,5
2024-02-10,0.0,12.51,34.69,2024,5
2024-02-11,0.0,13.6,31.01,2024,5
2024-02-12,0.18,13.89,35.07,2024,6
2024-02-13,0.08,14.59,38.39,2024,6
2024-02-14,0.55,12.64,50.75,2024,6
2024-02-15,0.2,13.54,54.63,2024,6
2024-02-16,0.0,14.29,46.51,2024,6
2024-02-17,0.0,13.57,47.5,2024,6
2024-02-18,0.0,14.06,40.44,2024,6
2024-02-19,0.0,14.52,41.68,2024,7
2024-02-20,0.3,15.57,45.1,2024,7
2024-02-21,0.95,13.97,58.12,2024,7
2024-02-22,0.0,13.51,58.05,2024,7
2024-02-23,0.0,12.02,37.64,2024,7
2024-02-24,0.0,11.72,29.66,2024,7
2024-02-25,0.0,12.18,30.56,2024,7
2024-02-26,0.0,14.52,30.58,2024,8
2024-02-27,0.0,15.78,33.2,2024,8
2024-02-28,0.0,15.09,46.29,2024,8
2024-02-29,0.0,15.16,49.07,2024,8
2024-03-01,0.0,16.16,41.75,2024,8
2024-03-02,0.02,16.4,41.65,2024,8
2024-03-03,1.95,15.02,58.86,2024,8
2024-03-04,0.06,15.56,52.34,2024,9
2024-03-05,0.0,15.14,38.96,2024,9
2024-03-06,0.0,16.14,31.91,2024,9
2024-03-07,0.0,16.32,33.56,2024,9
2024-03-08,0.0,15.95,35.47,2024,9
